OrderID,OrderDate,ProductID,ProductCategory,Quantity,UnitPrice,Discount,Region,SalesChannel,Column1,Column2,Column3
10020,20-01-2022,2038,Home & Kitchen,5,351,0.1,East,Online,1755,175.5,1579.5
10021,21-01-2022,2002,Beauty,3,98.66,0.07,South,Mobile App,295.98,20.7186,275.2614
10022,22-01-2022,2064,Books,5,441.41,0.15,East,Online,2207.05,331.0575,1875.9925
10023,23-01-2022,2060,Home & Kitchen,5,480.85,0.25,West,Online,2404.25,601.0625,1803.1875
10024,24-01-2022,2021,Books,5,235.41,0.08,North,Mobile App,1177.05,94.164,1082.886
10025,25-01-2022,2033,Home & Kitchen,3,440.14,0.28,West,Mobile App,1320.42,369.7176,950.7024
10026,26-01-2022,2076,Home & Kitchen,4,7.55,0.26,North,Online,30.2,7.852,22.348
10027,27-01-2022,2058,Fashion,9,410.87,0.05,Central,Mobile App,3697.83,184.8915,3512.9385
10028,28-01-2022,2022,Home & Kitchen,9,118.17,0.24,South,Mobile App,1063.53,255.2472,808.2828
10029,29-01-2022,2089,Electronics,2,454.81,0.17,Central,Online,909.62,154.6354,754.9846
10030,30-01-2022,2049,Beauty,8,5.55,0.17,Central,Mobile App,44.4,7.548,36.852
10031,31-01-2022,2091,Beauty,8,280.31,0.12,West,Mobile App,2242.48,269.0976,1973.3824
10032,01-02-2022,2059,Books,7,379.53,0.15,South,Online,2656.71,398.5065,2258.2035
10033,02-02-2022,2042,Home & Kitchen,8,133.05,0.12,North,Mobile App,1064.4,127.728,936.672
10034,03-02-2022,2092,Electronics,3,100.6,0.16,North,Online,301.8,48.288,253.512
10035,04-02-2022,2060,Books,6,46.63,0.19,East,Online,279.78,53.1582,226.6218
10036,05-02-2022,2080,Fashion,1,166.58,0.2,North,Mobile App,166.58,33.316,133.264
10037,06-02-2022,2015,Books,7,282.12,0.16,West,Mobile App,1974.84,315.9744,1658.8656
10038,07-02-2022,2062,Books,1,62.34,0.22,Central,Mobile App,62.34,13.7148,48.6252
10039,08-02-2022,2062,Home & Kitchen,9,191.46,0.04,Central,Online,1723.14,68.9256,1654.2144
10040,09-02-2022,2047,Fashion,1,9.49,0.06,Central,Mobile App,9.49,0.5694,8.9206
10041,10-02-2022,2062,Books,1,410.25,0.25,South,Online,410.25,102.5625,307.6875
10042,11-02-2022,2051,Electronics,7,68.58,0.1,North,Mobile App,480.06,48.006,432.054
10043,12-02-2022,2055,Electronics,2,145.25,0.01,West,Mobile App,290.5,2.905,287.595
10044,13-02-2022,2064,Beauty,5,14.12,0.05,South,Mobile App,70.6,3.53,67.07
10045,14-02-2022,2003,Fashion,8,218.96,0.07,East,Online,1751.68,122.6176,1629.0624
10046,15-02-2022,2051,Fashion,8,420.86,0.29,West,Mobile App,3366.88,976.3952,2390.4848
10047,16-02-2022,2007,Beauty,3,199.11,0.17,West,Mobile App,597.33,101.5461,495.7839
10048,17-02-2022,2021,Books,7,93.85,0.28,West,Online,656.95,183.946,473.004
10049,18-02-2022,2073,Fashion,3,378.08,0.17,Central,Online,1134.24,192.8208,941.4192
10050,19-02-2022,2039,Electronics,6,395.46,0.14,West,Mobile App,2372.76,332.1864,2040.5736
10051,20-02-2022,2018,Electronics,6,91.01,0.09,North,Mobile App,546.06,49.1454,496.9146
10052,21-02-2022,2004,Home & Kitchen,3,386.57,0.18,West,Mobile App,1159.71,208.7478,950.9622
10053,22-02-2022,2089,Fashion,7,473.91,0.04,Central,Online,3317.37,132.6948,3184.6752
10054,23-02-2022,2060,Books,3,87.36,0.27,West,Online,262.08,70.7616,191.3184
10055,24-02-2022,2014,Beauty,8,386.64,0.25,East,Online,3093.12,773.28,2319.84
10056,25-02-2022,2009,Beauty,4,355.74,0.1,East,Online,1422.96,142.296,1280.664
10057,26-02-2022,2090,Books,1,239.42,0.29,Central,Mobile App,239.42,69.4318,169.9882
10058,27-02-2022,2053,Home & Kitchen,4,33.67,0.25,North,Online,134.68,33.67,101.01
10059,28-02-2022,2002,Beauty,7,41.97,0.2,North,Online,293.79,58.758,235.032
10060,01-03-2022,2084,Fashion,4,426.95,0.04,South,Online,1707.8,68.312,1639.488
10061,02-03-2022,2092,Home & Kitchen,6,495.12,0.14,Central,Mobile App,2970.72,415.9008,2554.8192
10062,03-03-2022,2060,Fashion,9,339.65,0.15,West,Mobile App,3056.85,458.5275,2598.3225
10063,04-03-2022,2071,Electronics,1,225.75,0.07,Central,Online,225.75,15.8025,209.9475
10064,05-03-2022,2044,Home & Kitchen,5,325.55,0.02,South,Online,1627.75,32.555,1595.195
10065,06-03-2022,2008,Beauty,7,299.23,0.23,Central,Mobile App,2094.61,481.7603,1612.8497
10066,07-03-2022,2047,Home & Kitchen,1,194.89,0.04,Central,Mobile App,194.89,7.7956,187.0944
10067,08-03-2022,2035,Home & Kitchen,4,37.48,0.18,South,Mobile App,149.92,26.9856,122.9344
10068,09-03-2022,2078,Home & Kitchen,6,411.65,0.28,North,Mobile App,2469.9,691.572,1778.328
10069,10-03-2022,2081,Home & Kitchen,2,189.06,0.26,West,Mobile App,378.12,98.3112,279.8088
10070,11-03-2022,2036,Fashion,5,410.3,0.08,South,Mobile App,2051.5,164.12,1887.38
10071,12-03-2022,2050,Electronics,1,129.99,0.26,East,Mobile App,129.99,33.7974,96.1926
10072,13-03-2022,2004,Books,6,5.51,0,North,Mobile App,33.06,0,33.06
10073,14-03-2022,2002,Home & Kitchen,6,83.67,0.01,East,Online,502.02,5.0202,496.9998
10074,15-03-2022,2006,Beauty,4,236.93,0.18,North,Online,947.72,170.5896,777.1304
10075,16-03-2022,2054,Home & Kitchen,8,472.43,0.11,West,Online,3779.44,415.7384,3363.7016
10076,17-03-2022,2004,Beauty,4,55.59,0.12,West,Online,222.36,26.6832,195.6768
10077,18-03-2022,2054,Fashion,8,427.83,0.17,Central,Online,3422.64,581.8488,2840.7912
10078,19-03-2022,2093,Beauty,8,265.88,0.06,East,Online,2127.04,127.6224,1999.4176
10079,20-03-2022,2063,Books,5,413.83,0.06,North,Mobile App,2069.15,124.149,1945.001
10080,21-03-2022,2018,Electronics,4,152.7,0.15,West,Mobile App,610.8,91.62,519.18
10081,22-03-2022,2090,Beauty,2,420.77,0.23,South,Online,841.54,193.5542,647.9858
10082,23-03-2022,2044,Beauty,3,387.55,0.19,West,Online,1162.65,220.9035,941.7465
10083,24-03-2022,2034,Electronics,3,118.88,0.09,South,Mobile App,356.64,32.0976,324.5424
10084,25-03-2022,2074,Books,4,70.01,0.13,North,Mobile App,280.04,36.4052,243.6348
10085,26-03-2022,2062,Home & Kitchen,4,434.69,0.05,West,Mobile App,1738.76,86.938,1651.822
10086,27-03-2022,2100,Beauty,5,481.8,0.02,West,Online,2409,48.18,2360.82
10087,28-03-2022,2014,Electronics,4,20.49,0.23,North,Mobile App,81.96,18.8508,63.1092
10088,29-03-2022,2095,Fashion,8,366.98,0.08,West,Online,2935.84,234.8672,2700.9728
10089,30-03-2022,2048,Electronics,6,455.21,0.05,South,Online,2731.26,136.563,2594.697
10090,31-03-2022,2015,Fashion,6,429.39,0.21,West,Mobile App,2576.34,541.0314,2035.3086
10091,01-04-2022,2072,Books,8,482.44,0.19,East,Mobile App,3859.52,733.3088,3126.2112
10092,02-04-2022,2078,Home & Kitchen,7,381.25,0.19,Central,Online,2668.75,507.0625,2161.6875
10093,03-04-2022,2087,Electronics,8,223.94,0.07,South,Mobile App,1791.52,125.4064,1666.1136
10094,04-04-2022,2062,Beauty,2,159.42,0.07,East,Mobile App,318.84,22.3188,296.5212
10095,05-04-2022,2040,Books,9,163.77,0.07,North,Online,1473.93,103.1751,1370.7549
10096,06-04-2022,2085,Electronics,1,363.59,0.05,South,Mobile App,363.59,18.1795,345.4105
10097,07-04-2022,2080,Beauty,8,374.19,0.2,Central,Online,2993.52,598.704,2394.816
10098,08-04-2022,2082,Electronics,4,104.18,0.25,Central,Online,416.72,104.18,312.54
10099,09-04-2022,2053,Fashion,4,434.72,0.22,North,Mobile App,1738.88,382.5536,1356.3264
10100,10-04-2022,2024,Electronics,5,358.89,0.24,North,Online,1794.45,430.668,1363.782
10101,11-04-2022,2026,Electronics,8,283.56,0.12,South,Online,2268.48,272.2176,1996.2624
10102,12-04-2022,2089,Electronics,5,238.41,0.2,West,Mobile App,1192.05,238.41,953.64
10103,13-04-2022,2060,Books,8,273.9,0.11,North,Mobile App,2191.2,241.032,1950.168
10104,14-04-2022,2041,Electronics,1,83.83,0.16,West,Mobile App,83.83,13.4128,70.4172
10105,15-04-2022,2029,Beauty,9,105.83,0.14,East,Online,952.47,133.3458,819.1242
10106,16-04-2022,2015,Fashion,6,50.13,0.05,Central,Online,300.78,15.039,285.741
10107,17-04-2022,2045,Fashion,3,81.06,0.12,West,Mobile App,243.18,29.1816,213.9984
10108,18-04-2022,2065,Electronics,8,229.58,0.29,Central,Online,1836.64,532.6256,1304.0144
10109,19-04-2022,2089,Books,9,267.53,0.07,West,Mobile App,2407.77,168.5439,2239.2261
10110,20-04-2022,2071,Books,6,13.84,0.04,East,Mobile App,83.04,3.3216,79.7184
10111,21-04-2022,2009,Beauty,7,399.41,0.13,North,Online,2795.87,363.4631,2432.4069
10112,22-04-2022,2088,Electronics,1,150.61,0.24,East,Mobile App,150.61,36.1464,114.4636
10113,23-04-2022,2001,Fashion,5,456.36,0.17,North,Online,2281.8,387.906,1893.894
10114,24-04-2022,2008,Books,5,483.92,0.2,North,Online,2419.6,483.92,1935.68
10115,25-04-2022,2088,Electronics,4,96.8,0.06,Central,Mobile App,387.2,23.232,363.968
10116,26-04-2022,2063,Books,6,233.74,0.19,East,Online,1402.44,266.4636,1135.9764
10117,27-04-2022,2011,Books,7,5.61,0.1,West,Mobile App,39.27,3.927,35.343
10118,28-04-2022,2081,Fashion,9,301.17,0.25,East,Online,2710.53,677.6325,2032.8975
10119,29-04-2022,2008,Home & Kitchen,1,305.62,0.19,Central,Online,305.62,58.0678,247.5522
10120,30-04-2022,2035,Beauty,6,127.53,0.06,North,Online,765.18,45.9108,719.2692
10121,01-05-2022,2035,Beauty,7,281.41,0.02,Central,Mobile App,1969.87,39.3974,1930.4726
10122,02-05-2022,2033,Fashion,3,116.64,0.01,South,Online,349.92,3.4992,346.4208
10123,03-05-2022,2005,Books,8,84.61,0.11,South,Mobile App,676.88,74.4568,602.4232
10124,04-05-2022,2041,Electronics,5,327.5,0.08,West,Online,1637.5,131,1506.5
10125,05-05-2022,2028,Books,9,166.33,0.19,Central,Online,1496.97,284.4243,1212.5457
10126,06-05-2022,2007,Fashion,5,297.18,0.15,West,Mobile App,1485.9,222.885,1263.015
10127,07-05-2022,2073,Beauty,9,219.46,0.08,West,Mobile App,1975.14,158.0112,1817.1288
10128,08-05-2022,2072,Books,4,492.25,0.04,South,Mobile App,1969,78.76,1890.24
10129,09-05-2022,2012,Beauty,9,79.04,0.04,West,Mobile App,711.36,28.4544,682.9056
10130,10-05-2022,2034,Electronics,5,234.98,0.26,South,Mobile App,1174.9,305.474,869.426
10131,11-05-2022,2033,Beauty,9,341.83,0.07,North,Online,3076.47,215.3529,2861.1171
10132,12-05-2022,2048,Beauty,3,200.79,0.2,Central,Online,602.37,120.474,481.896
10133,13-05-2022,2023,Home & Kitchen,4,487.48,0.24,West,Mobile App,1949.92,467.9808,1481.9392
10134,14-05-2022,2062,Home & Kitchen,9,362.33,0.18,South,Online,3260.97,586.9746,2673.9954
10135,15-05-2022,2088,Home & Kitchen,6,330.21,0.26,East,Online,1981.26,515.1276,1466.1324
10136,16-05-2022,2037,Beauty,2,379.74,0.12,West,Online,759.48,91.1376,668.3424
10137,17-05-2022,2099,Fashion,7,476.56,0.29,North,Mobile App,3335.92,967.4168,2368.5032
10138,18-05-2022,2044,Beauty,2,454.37,0.04,North,Online,908.74,36.3496,872.3904
10139,19-05-2022,2086,Fashion,2,363.52,0.03,East,Online,727.04,21.8112,705.2288
10140,20-05-2022,2091,Fashion,1,375.84,0.2,South,Online,375.84,75.168,300.672
10141,21-05-2022,2035,Home & Kitchen,3,77.23,0.28,West,Mobile App,231.69,64.8732,166.8168
10142,22-05-2022,2065,Books,6,55.88,0.24,South,Online,335.28,80.4672,254.8128
10143,23-05-2022,2099,Electronics,8,287.6,0.02,North,Online,2300.8,46.016,2254.784
10144,24-05-2022,2047,Home & Kitchen,9,14.09,0.08,South,Mobile App,126.81,10.1448,116.6652
10145,25-05-2022,2078,Home & Kitchen,7,243.77,0.28,North,Mobile App,1706.39,477.7892,1228.6008
10146,26-05-2022,2003,Books,4,109.12,0.08,South,Online,436.48,34.9184,401.5616
10147,27-05-2022,2001,Electronics,6,176.28,0.23,East,Online,1057.68,243.2664,814.4136
10148,28-05-2022,2005,Beauty,5,389.02,0.25,Central,Mobile App,1945.1,486.275,1458.825
10149,29-05-2022,2090,Beauty,8,470.91,0.15,East,Mobile App,3767.28,565.092,3202.188
10150,30-05-2022,2014,Home & Kitchen,1,40.85,0.12,East,Mobile App,40.85,4.902,35.948
10151,31-05-2022,2027,Electronics,1,269.45,0.14,Central,Mobile App,269.45,37.723,231.727
10152,01-06-2022,2009,Home & Kitchen,6,441.85,0.07,Central,Mobile App,2651.1,185.577,2465.523
10153,02-06-2022,2079,Fashion,2,45.84,0.27,West,Mobile App,91.68,24.7536,66.9264
10154,03-06-2022,2015,Home & Kitchen,5,413.13,0.14,West,Mobile App,2065.65,289.191,1776.459
10155,04-06-2022,2090,Home & Kitchen,1,182.11,0.26,East,Online,182.11,47.3486,134.7614
10156,05-06-2022,2042,Beauty,7,164.44,0.03,East,Mobile App,1151.08,34.5324,1116.5476
10157,06-06-2022,2077,Beauty,1,488.85,0.3,North,Mobile App,488.85,146.655,342.195
10158,07-06-2022,2051,Beauty,4,104.43,0.13,North,Online,417.72,54.3036,363.4164
10159,08-06-2022,2063,Fashion,9,348.13,0.01,West,Mobile App,3133.17,31.3317,3101.8383
10160,09-06-2022,2096,Beauty,1,411.61,0.01,West,Mobile App,411.61,4.1161,407.4939
10161,10-06-2022,2052,Electronics,4,25.39,0.22,North,Online,101.56,22.3432,79.2168
10162,11-06-2022,2096,Books,6,336.84,0.2,North,Mobile App,2021.04,404.208,1616.832
10163,12-06-2022,2004,Electronics,6,476.02,0.24,South,Online,2856.12,685.4688,2170.6512
10164,13-06-2022,2094,Electronics,8,66.49,0.03,South,Online,531.92,15.9576,515.9624
10165,14-06-2022,2023,Beauty,1,448.63,0.01,North,Online,448.63,4.4863,444.1437
10166,15-06-2022,2015,Books,7,299.41,0.15,South,Online,2095.87,314.3805,1781.4895
10167,16-06-2022,2043,Books,1,310.22,0.12,Central,Mobile App,310.22,37.2264,272.9936
10168,17-06-2022,2029,Books,7,308.41,0.14,West,Online,2158.87,302.2418,1856.6282
10169,18-06-2022,2036,Fashion,3,152.92,0.3,West,Online,458.76,137.628,321.132
10170,19-06-2022,2013,Beauty,8,467.92,0.29,North,Mobile App,3743.36,1085.5744,2657.7856
10171,20-06-2022,2032,Books,3,473.94,0.28,East,Online,1421.82,398.1096,1023.7104
10172,21-06-2022,2071,Fashion,1,314.53,0.24,North,Online,314.53,75.4872,239.0428
10173,22-06-2022,2059,Home & Kitchen,8,392.79,0.11,South,Online,3142.32,345.6552,2796.6648
10174,23-06-2022,2086,Home & Kitchen,3,308.07,0.12,East,Online,924.21,110.9052,813.3048
10175,24-06-2022,2028,Fashion,2,244.78,0.16,South,Mobile App,489.56,78.3296,411.2304
10176,25-06-2022,2066,Fashion,1,332.11,0.25,Central,Online,332.11,83.0275,249.0825
10177,26-06-2022,2042,Beauty,3,278.74,0.02,South,Mobile App,836.22,16.7244,819.4956
10178,27-06-2022,2045,Beauty,2,300.75,0.13,Central,Mobile App,601.5,78.195,523.305
10179,28-06-2022,2062,Home & Kitchen,2,393,0.02,Central,Online,786,15.72,770.28
10180,29-06-2022,2057,Books,6,243.05,0.15,South,Online,1458.3,218.745,1239.555
10181,30-06-2022,2006,Home & Kitchen,1,25.17,0.27,South,Online,25.17,6.7959,18.3741
10182,01-07-2022,2028,Books,2,86.18,0.23,Central,Online,172.36,39.6428,132.7172
10183,02-07-2022,2028,Books,6,222.11,0.07,East,Mobile App,1332.66,93.2862,1239.3738
10184,03-07-2022,2044,Beauty,3,363.79,0.29,Central,Mobile App,1091.37,316.4973,774.8727
10185,04-07-2022,2084,Electronics,4,298.67,0.2,West,Mobile App,1194.68,238.936,955.744
10186,05-07-2022,2030,Electronics,1,326.9,0,Central,Online,326.9,0,326.9
10187,06-07-2022,2062,Fashion,8,242.24,0.08,East,Mobile App,1937.92,155.0336,1782.8864
10188,07-07-2022,2075,Beauty,7,309.79,0.08,West,Online,2168.53,173.4824,1995.0476
10189,08-07-2022,2092,Books,7,167.86,0.02,North,Online,1175.02,23.5004,1151.5196
10190,09-07-2022,2089,Electronics,3,237.74,0.29,North,Online,713.22,206.8338,506.3862
10191,10-07-2022,2062,Books,3,373.42,0.14,East,Online,1120.26,156.8364,963.4236
10192,11-07-2022,2097,Electronics,2,436.56,0.27,Central,Online,873.12,235.7424,637.3776
10193,12-07-2022,2001,Electronics,1,219.66,0.1,South,Mobile App,219.66,21.966,197.694
10194,13-07-2022,2027,Electronics,7,26.61,0.04,East,Mobile App,186.27,7.4508,178.8192
10195,14-07-2022,2062,Beauty,7,85.03,0.14,West,Online,595.21,83.3294,511.8806
10196,15-07-2022,2077,Home & Kitchen,2,15.33,0.03,West,Mobile App,30.66,0.9198,29.7402
10197,16-07-2022,2003,Books,7,328.37,0.15,North,Online,2298.59,344.7885,1953.8015
10198,17-07-2022,2070,Beauty,8,169.5,0.28,West,Online,1356,379.68,976.32
10199,18-07-2022,2072,Beauty,1,273.53,0.16,East,Online,273.53,43.7648,229.7652
10200,19-07-2022,2027,Beauty,9,249.17,0.18,West,Mobile App,2242.53,403.6554,1838.8746
10201,20-07-2022,2009,Beauty,7,45.36,0.05,East,Online,317.52,15.876,301.644
10202,21-07-2022,2062,Beauty,3,204.61,0.01,South,Online,613.83,6.1383,607.6917
10203,22-07-2022,2037,Fashion,8,114.18,0.03,North,Mobile App,913.44,27.4032,886.0368
10204,23-07-2022,2097,Books,7,212.11,0.18,West,Mobile App,1484.77,267.2586,1217.5114
10205,24-07-2022,2051,Beauty,8,105.77,0.03,East,Mobile App,846.16,25.3848,820.7752
10206,25-07-2022,2044,Books,6,421.02,0.11,Central,Online,2526.12,277.8732,2248.2468
10207,26-07-2022,2024,Fashion,9,91.23,0.17,North,Online,821.07,139.5819,681.4881
10208,27-07-2022,2079,Fashion,5,480.59,0.12,South,Mobile App,2402.95,288.354,2114.596
10209,28-07-2022,2059,Books,3,210.87,0.05,East,Online,632.61,31.6305,600.9795
10210,29-07-2022,2032,Electronics,3,423.89,0.08,South,Mobile App,1271.67,101.7336,1169.9364
10211,30-07-2022,2096,Home & Kitchen,1,316.24,0.28,South,Mobile App,316.24,88.5472,227.6928
10212,31-07-2022,2088,Electronics,8,369,0.2,West,Online,2952,590.4,2361.6
10213,01-08-2022,2052,Electronics,2,385.02,0.15,West,Online,770.04,115.506,654.534
10214,02-08-2022,2062,Electronics,3,254.9,0,East,Mobile App,764.7,0,764.7
10215,03-08-2022,2058,Beauty,8,273.93,0.3,Central,Mobile App,2191.44,657.432,1534.008
10216,04-08-2022,2052,Fashion,8,259.43,0.2,East,Mobile App,2075.44,415.088,1660.352
10217,05-08-2022,2012,Electronics,4,296.09,0.1,Central,Mobile App,1184.36,118.436,1065.924
10218,06-08-2022,2039,Fashion,4,19.55,0.26,South,Online,78.2,20.332,57.868
10219,07-08-2022,2002,Books,5,200.78,0.08,North,Mobile App,1003.9,80.312,923.588
10220,08-08-2022,2003,Home & Kitchen,6,305.06,0.16,East,Mobile App,1830.36,292.8576,1537.5024
10221,09-08-2022,2056,Books,5,300.87,0.19,East,Mobile App,1504.35,285.8265,1218.5235
10222,10-08-2022,2081,Books,7,397.51,0.07,Central,Online,2782.57,194.7799,2587.7901
10223,11-08-2022,2059,Beauty,2,329.23,0.29,South,Online,658.46,190.9534,467.5066
10224,12-08-2022,2002,Home & Kitchen,7,496.11,0.22,South,Mobile App,3472.77,764.0094,2708.7606
10225,13-08-2022,2002,Books,7,145.51,0.17,Central,Online,1018.57,173.1569,845.4131
10226,14-08-2022,2092,Books,1,182.78,0.05,South,Online,182.78,9.139,173.641
10227,15-08-2022,2054,Home & Kitchen,7,195,0.02,West,Online,1365,27.3,1337.7
10228,16-08-2022,2087,Home & Kitchen,5,235.58,0.1,North,Mobile App,1177.9,117.79,1060.11
10229,17-08-2022,2096,Books,3,418.82,0.23,East,Mobile App,1256.46,288.9858,967.4742
10230,18-08-2022,2097,Home & Kitchen,3,121.72,0.08,North,Online,365.16,29.2128,335.9472
10231,19-08-2022,2001,Books,4,389.12,0.16,East,Mobile App,1556.48,249.0368,1307.4432
10232,20-08-2022,2019,Books,2,205.63,0.22,West,Mobile App,411.26,90.4772,320.7828
10233,21-08-2022,2002,Beauty,2,302.92,0.03,South,Online,605.84,18.1752,587.6648
10234,22-08-2022,2053,Electronics,1,318.11,0.21,Central,Online,318.11,66.8031,251.3069
10235,23-08-2022,2044,Books,5,189.56,0.03,West,Mobile App,947.8,28.434,919.366
10236,24-08-2022,2090,Fashion,4,258.74,0.29,North,Online,1034.96,300.1384,734.8216
10237,25-08-2022,2032,Electronics,2,209.45,0.15,Central,Mobile App,418.9,62.835,356.065
10238,26-08-2022,2070,Electronics,3,39.22,0.05,South,Mobile App,117.66,5.883,111.777
10239,27-08-2022,2032,Electronics,7,221.4,0.1,West,Online,1549.8,154.98,1394.82
10240,28-08-2022,2068,Beauty,7,53.21,0.12,Central,Mobile App,372.47,44.6964,327.7736
10241,29-08-2022,2055,Books,4,205.49,0.23,West,Mobile App,821.96,189.0508,632.9092
10242,30-08-2022,2075,Beauty,5,298.49,0.22,West,Online,1492.45,328.339,1164.111
10243,31-08-2022,2056,Books,5,291.81,0.18,South,Online,1459.05,262.629,1196.421
10244,01-09-2022,2017,Beauty,6,333,0.03,East,Online,1998,59.94,1938.06
10245,02-09-2022,2038,Beauty,9,52.15,0.05,Central,Mobile App,469.35,23.4675,445.8825
10246,03-09-2022,2024,Fashion,2,327.8,0.03,South,Online,655.6,19.668,635.932
10247,04-09-2022,2069,Beauty,5,159.51,0.17,West,Online,797.55,135.5835,661.9665
10248,05-09-2022,2098,Home & Kitchen,3,202.53,0.26,South,Online,607.59,157.9734,449.6166
10249,06-09-2022,2070,Fashion,4,429.7,0.13,East,Online,1718.8,223.444,1495.356
10250,07-09-2022,2086,Beauty,6,9.47,0.05,Central,Mobile App,56.82,2.841,53.979
10251,08-09-2022,2011,Electronics,8,296.26,0.17,East,Mobile App,2370.08,402.9136,1967.1664
10252,09-09-2022,2016,Home & Kitchen,1,301.36,0.24,North,Online,301.36,72.3264,229.0336
10253,10-09-2022,2097,Home & Kitchen,8,201.35,0.22,Central,Mobile App,1610.8,354.376,1256.424
10254,11-09-2022,2073,Home & Kitchen,7,122.33,0.26,East,Online,856.31,222.6406,633.6694
10255,12-09-2022,2059,Fashion,1,121.16,0.08,West,Online,121.16,9.6928,111.4672
10256,13-09-2022,2070,Beauty,2,442.44,0.06,Central,Mobile App,884.88,53.0928,831.7872
10257,14-09-2022,2080,Beauty,3,223.8,0.26,Central,Mobile App,671.4,174.564,496.836
10258,15-09-2022,2093,Electronics,1,168.79,0.2,South,Online,168.79,33.758,135.032
10259,16-09-2022,2003,Electronics,9,227.14,0.09,West,Online,2044.26,183.9834,1860.2766
10260,17-09-2022,2020,Home & Kitchen,8,336.35,0.22,North,Mobile App,2690.8,591.976,2098.824
10261,18-09-2022,2059,Electronics,2,77.15,0.24,East,Online,154.3,37.032,117.268
10262,19-09-2022,2036,Fashion,9,227.47,0.18,South,Mobile App,2047.23,368.5014,1678.7286
10263,20-09-2022,2019,Beauty,7,296,0.21,East,Online,2072,435.12,1636.88
10264,21-09-2022,2090,Home & Kitchen,9,474.55,0.11,North,Online,4270.95,469.8045,3801.1455
10265,22-09-2022,2067,Electronics,6,130,0.16,North,Mobile App,780,124.8,655.2
10266,23-09-2022,2019,Fashion,6,182.83,0.16,Central,Mobile App,1096.98,175.5168,921.4632
10267,24-09-2022,2020,Fashion,4,192.78,0.25,North,Mobile App,771.12,192.78,578.34
10268,25-09-2022,2096,Electronics,2,304.74,0.25,East,Mobile App,609.48,152.37,457.11
10269,26-09-2022,2071,Beauty,7,181.58,0.25,West,Mobile App,1271.06,317.765,953.295
10270,27-09-2022,2052,Electronics,5,269.09,0,West,Mobile App,1345.45,0,1345.45
10271,28-09-2022,2033,Home & Kitchen,6,391.99,0.22,Central,Mobile App,2351.94,517.4268,1834.5132
10272,29-09-2022,2040,Electronics,2,354.17,0.23,East,Online,708.34,162.9182,545.4218
10273,30-09-2022,2039,Fashion,5,225.95,0.2,East,Online,1129.75,225.95,903.8
10274,01-10-2022,2082,Electronics,4,432.79,0.23,North,Online,1731.16,398.1668,1332.9932
10275,02-10-2022,2001,Beauty,9,281.28,0.25,East,Mobile App,2531.52,632.88,1898.64
10276,03-10-2022,2011,Books,6,272.25,0.14,South,Mobile App,1633.5,228.69,1404.81
10277,04-10-2022,2092,Electronics,2,21.92,0.15,North,Mobile App,43.84,6.576,37.264
10278,05-10-2022,2057,Beauty,1,493.41,0.04,South,Online,493.41,19.7364,473.6736
10279,06-10-2022,2089,Beauty,5,65.87,0.12,Central,Mobile App,329.35,39.522,289.828
10280,07-10-2022,2050,Fashion,9,119.41,0.19,West,Mobile App,1074.69,204.1911,870.4989
10281,08-10-2022,2023,Beauty,6,30.59,0.23,Central,Online,183.54,42.2142,141.3258
10282,09-10-2022,2031,Beauty,7,321.8,0.07,West,Mobile App,2252.6,157.682,2094.918
10283,10-10-2022,2094,Beauty,5,116.23,0.04,Central,Online,581.15,23.246,557.904
